city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	Haunted Places Date	wiki_date	Final Date	Parsed Year	Final Year	Year Match	Wiki Year	Wiki Verified	Keep Entry
Mesquite	United States	It is said that there was a man working on the upstairs railing above the dance floor when the restaurant was being built. He was adding something to the railing, when he fell to his death on the left side of the dance floor. His name is John Brown, he has his own table in the upstairs dining area. Table #218, it sits between the entrance to the kitchen and the grill window. The upstairs lights are on a timer, set to go off at exactly 1am, but John likes to keep the light above his table lit till way after that time. Also, managers and employees have quit there jobs there because around 4am, some nights, they have seen lights turn on and off, phones ring off the hook, printers spit out whole rolls of gibberish, doors swing by themselves, and also hearing footsteps on the dance floor. He is also known to haunt the men and women's restrooms upstairs, no matter what, the lights find a way to mysteriously turn themselves on in the restrooms. There has also been reports of cold spots felt in the women's restrooms.	Trail Dust Steak House	Texas	TX	-97.181011	33.3514033	-96.5991593	32.76679550000001	2025-02-26		2025-02-26		2010	False	2010	True	True
Mexia	United States	"ghost keep unstocking the shelves as you are stocking and know one is in that part of the store. The new super center opened up a short distance from the old store and it still is happening. If you tell ""Oscar"" to leave you along and stop tearing the place up he will stop and sometimes, he just may go bother some other stocker."	Wal-Mart	Texas	TX	-96.456538	31.683347	-96.482203	31.6798895	2025-05-26	2005-01-01	2025-05-26		1962	False	1962	True	True
Mineral Wells	United States	A young man and his friend were fraternizing with the laundry women in the basement or what used to be the laundry rooms. His boss was going to check on them so the first man jumped into the elevator the second man however was caught in between the closing door and died. It is said if you go by the elevators at night you can see him. Another legend is that a mistress was so distraught that she could not have her lover killed herself in the Baker. You can smell her perfume of lavender at night in the hall where she killed herself. Numerous orbs have been seen in pictures along with amazing ecto photos and sounds, apparitions and smells.	Baker Hotel	Texas	TX	-98.1113994	32.809529	-98.1128223	32.8084605	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Mineral Wells	United States	While sitting in the bleachers, you can see figures in baseball uniforms walking across the field. Orbs have been photographed by the jungle gyms.	City Park	Texas	TX	-98.1265774	32.8087217	-98.1128223	32.8084605	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Mineral Wells	United States	Y.A.C.C Youth Program 1980'S - Man's Dorm room 1ST Building from road It was reported that during WW2 when they use to train pilots there, their was a young man who did not want to go to war so he shat himself and now he roam the old barrack where he died.	Fort Wolters Complex	Texas	TX	-98.0622468	32.8381967	-98.1128223	32.8084605	1980-01-01		1980-01-01	1980.0	1980.0	True		False	True
Mission	United States	It is said late nights there are small troll-like creatures that have chased or frightened people off.	City Cemetery	Texas	TX	-98.3333978	26.2188583	-98.3252932	26.2159066	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Mission	United States	This old mission has just recently been open to the public. In the mission's heyday, priests were rumored to be having intercourse with the nuns and burying the children's bodies on the grounds. One night some illegal emigrants, who were aware of what was going on, went in and killed two of the priests. The third priest went to get help, but died while searching. The robes and bones of the priests were on display up until a couple of years ago. Thereafter, it became an asylum for the mentally challenged. Many of the people working there reported seeing figures in robes walking around the grounds at night. The asylum shut down completely recently, but the grounds are still open to tourists during the day. You may not be able to go inside the old mission, but it is still worth going the trip.	LaLomita Mission	Texas	TX	-98.3305476	26.1577543	-98.3252932	26.2159066	2025-05-26		2025-05-26		Unknown	False	Unknown	True	True
Monahans	United States	in 1981 a woman was beaten, raped, and brutally murdered in the park, at night if you stand under the the water tower you can hear her screams, there have also been many sighting of strange lights near the tower	Rudy park	Texas	TX	-102.8762924	31.5889549	-102.8926536	31.5942991	1981-01-01		1981-01-01	1981.0	1981.0	True		False	True
Montgomery	United States	Terramont Park - This is a very new park, and while the park was being built 3 men died in a truck from heat exhaustion. Now when you are at the park at night, it is said that you will suddenly get really hot flashes. Some people claim to see a truck parked out on the field, which as they get close, vanishes into the woods	The woodlands	Texas	TX	-95.4612625	30.1658207	-95.6963355	30.3882613	2025-02-03		2025-02-03		Unknown	False	Unknown	True	True
Mount Pleasant	United States	in the 80's, four people were murdered after close one night. you will see a girl who worked there at the time walk past the front windows. there are still bullet holes in the windows and back freezer where one guy was stabbed and another shot. also, when you put silverware on the tables after close for the next day, with no one there, you leave then come back 5 minutes later, all the silverware is slid to the opposite side. the intercom phone rings which its not suppose to do in the first place and when you pick it up, there is a whisper but you can't tell what they are saying.	Pizza Hut	Texas	TX	-94.968524	33.136756	-94.968269	33.1567863	2025-02-05	2025-01-01	2025-02-05		Unknown	False	Unknown	True	True
Nacogdoches	United States	Griffith Hall - 3rd Floor - A female resident assistant jumped out of her window after playing with a Ouija board. Her spirit is said to Haunt the floor. The lights in the community shower flicker at the same time every night which is said to be the time she died. Residents have reported seeing a girl at the end of the hall in tattered clothes and when they look back she is gone. Also, around 2AM every night, people on the South wing here footsteps running by. One resident has reported watching out the peephole and seeing no one but feeling a gust of air rush under her door as if someone had ran by. - Febuary 2005 Update: no longer used as a dorm, but a women's dorm at one time	Stephen F. Austin State University	Texas	TX	-94.6462581	31.6219236	-94.6554874	31.6035129	2005-01-01	2023-05-11	2005-01-01	2005.0	2005.0	True		False	True
